"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","76059","","","","0"
"2004-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","76633","","","","0"
"2004-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","79331","","","","0"
"2005-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","80994","","","","0"
"2005-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","80455","","","","0"
"2005-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","82907","","","","0"
"2005-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","83948","","","","0"
"2006-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","85376","","","","0"
"2006-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","85806","","","","0"
"2006-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","87177","","","","0"
"2006-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","85768","","","","0"
"2007-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","86423","","","","0"
"2007-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","90563","","","","0"
"2007-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","91950","","","","0"
"2007-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","99810","","","","0"
"2008-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","99905","","","","0"
"2008-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","97399","","","","0"
"2008-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","95785","","","","0"
"2008-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","89076","","","","0"
"2009-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","89130","","","","0"
"2009-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","89978","","","","0"
"2009-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","92221","","","","0"
"2009-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","96336","","","","0"
"2010-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","102725","","","","0"
"2010-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","103995","","","","0"
"2010-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","102327","","","","0"
"2010-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","106326","","","","0"
"2011-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","106983","","","","0"
"2011-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","109777","","","","0"
"2011-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","108469","","","","0"
"2011-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","108189","","","","0"
"2012-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","113446","","","","0"
"2012-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","112525","","","","0"
"2012-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","114950","","","","0"
"2012-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","114939","","","","0"
"2013-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","115021","","","","0"
"2013-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","115420","","","","0"
"2013-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","114630","","","","0"
"2013-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","114053","","","","0"
"2014-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","114861","","","","0"
"2014-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","118524","","","","0"
"2014-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","118264","","","","0"
"2014-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","118516","","","","0"
"2015-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","119195","","","","0"
"2015-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","122360","","","","0"
"2015-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","120460","","","","0"
"2015-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","120902","","","","0"
"2016-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","121042","","","","0"
"2016-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","122718","","","","0"
"2016-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","122345","","","","0"
"2016-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","123058","","","","0"
"2017-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","124870","","","","0"
"2017-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","124091","","","","0"
"2017-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","128122","","","","0"
"2017-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","129838","","","","0"
"2018-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","134683","","","","0"
"2018-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","134774","","","","0"
"2018-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","134461","","","","0"
"2018-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","133076","","","","0"
"2019-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","137241","","","","0"
"2019-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","135514","","","","0"
"2019-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","136065","","","","0"
"2019-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","139385","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","142931","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","100049","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","104089","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","107963","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","112438","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","115008","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","120549","","","","0"
"2021-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","128594","","","","0"
"2022-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","127076","","","","0"
"2022-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","136056","","","","0"
"2022-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","137831","","","","0"
"2022-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Imports of services","Dollars","81","millions","6","v62305750","1.1.1.28","134896","","","","0"
"1961-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-3376","","","","0"
"1961-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-1727","","","","0"
"1961-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1284","","","","0"
"1961-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","773","","","","0"
"1962-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1636","","","","0"
"1962-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","2442","","","","0"
"1962-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","299","","","","0"
"1962-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-124","","","","0"
"1963-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-569","","","","0"
"1963-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1016","","","","0"
"1963-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","780","","","","0"
"1963-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","201","","","","0"
"1964-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-1838","","","","0"
"1964-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1091","","","","0"
"1964-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","221","","","","0"
"1964-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","305","","","","0"
"1965-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-1269","","","","0"
"1965-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-284","","","","0"
"1965-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","84","","","","0"
"1965-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","849","","","","0"
"1966-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","467","","","","0"
"1966-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-2468","","","","0"
"1966-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-3265","","","","0"
"1966-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1220","","","","0"
"1967-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","962","","","","0"
"1967-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-532","","","","0"
"1967-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-410","","","","0"
"1967-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-474","","","","0"
"1968-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","298","","","","0"
"1968-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","74","","","","0"
"1968-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-1637","","","","0"
"1968-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1414","","","","0"
"1969-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","2995","","","","0"
"1969-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","3660","","","","0"
"1969-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1754","","","","0"
"1969-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-774","","","","0"
"1970-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","297","","","","0"
"1970-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-1250","","","","0"
"1970-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-4248","","","","0"
"1970-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-4531","","","","0"
"1971-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-3463","","","","0"
"1971-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-2242","","","","0"
"1971-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-3525","","","","0"
"1971-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-2852","","","","0"
"1972-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","174","","","","0"
"1972-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-1172","","","","0"
"1972-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","694","","","","0"
"1972-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","2753","","","","0"
"1973-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","2931","","","","0"
"1973-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","3252","","","","0"
"1973-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1881","","","","0"
"1973-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","918","","","","0"
"1974-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","3238","","","","0"
"1974-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","3357","","","","0"
"1974-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","4365","","","","0"
"1974-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","4218","","","","0"
"1975-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","2923","","","","0"
"1975-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1523","","","","0"
"1975-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1952","","","","0"
"1975-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1311","","","","0"
"1976-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","5143","","","","0"
"1976-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","2989","","","","0"
"1976-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-136","","","","0"
"1976-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1658","","","","0"
"1977-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-955","","","","0"
"1977-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-1576","","","","0"
"1977-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-4003","","","","0"
"1977-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-3886","","","","0"
"1978-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-3126","","","","0"
"1978-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-114","","","","0"
"1978-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-1741","","","","0"
"1978-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","2320","","","","0"
"1979-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-2970","","","","0"
"1979-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-3060","","","","0"
"1979-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","2713","","","","0"
"1979-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1235","","","","0"
"1980-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","2145","","","","0"
"1980-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-16","","","","0"
"1980-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-3107","","","","0"
"1980-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-2541","","","","0"
"1981-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-3359","","","","0"
"1981-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-2092","","","","0"
"1981-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","1000","","","","0"
"1981-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","773","","","","0"
"1982-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-2147","","","","0"
"1982-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-386","","","","0"
"1982-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62305751","1.1.1.29","-2310","","","","0"
